time,temperature,pressure,humidity,altitude
"2014/11/16 140:0:0", 23.68, 0.92, 22.00, 803.90
"2014/11/16 140:0:0", 23.69, 0.92, 22.00, 803.72
"2014/11/16 140:0:0", 23.72, 0.92, 22.00, 803.81
"2014/11/16 140:0:0", 23.74, 0.92, 22.00, 803.72
"2014/11/16 140:0:0", 23.76, 0.92, 22.00, 804.26
"2014/11/16 140:0:0", 23.78, 0.92, 22.00, 804.26
"2014/11/16 140:0:0", 23.79, 0.92, 22.00, 804.44
"2014/11/17 140:0:0", 23.80, 0.92, 22.00, 804.17
"2014/11/17 140:0:0", 23.81, 0.92, 22.00, 804.35
"2014/11/17 140:0:0", 23.83, 0.92, 22.00, 804.08
"2014/11/17 140:0:0", 23.78, 0.92, 22.00, 804.53
"2014/11/17 140:0:0", 23.79, 0.92, 22.00, 804.26
"2014/11/17 140:0:0", 23.81, 0.92, 22.00, 804.26
"2014/11/17 140:0:0", 23.89, 0.92, 22.00, 803.72
"2014/11/17 140:0:0", 23.91, 0.92, 21.00, 803.72
"2014/11/17 140:0:0", 23.78, 0.92, 21.00, 803.99
"2014/11/17 140:0:0", 23.63, 0.92, 20.00, 804.26
"2014/11/17 140:0:0", 23.59, 0.92, 20.00, 803.90
"2014/11/17 140:0:0", 23.50, 0.92, 20.00, 804.17
"2014/11/17 140:0:0", 23.44, 0.92, 20.00, 804.44
"2014/11/17 140:0:0", 23.28, 0.92, 20.00, 804.26
"2014/11/17 140:0:0", 23.04, 0.92, 20.00, 804.44
"2014/11/17 140:0:0", 22.83, 0.92, 20.00, 803.99
"2014/11/17 140:0:0", 22.56, 0.92, 20.00, 804.53
"2014/11/17 140:0:0", 22.35, 0.92, 20.00, 804.71
"2014/11/17 140:0:0", 22.17, 0.92, 20.00, 804.44
"2014/11/17 140:0:0", 22.02, 0.92, 21.00, 804.26
"2014/11/17 140:0:0", 21.85, 0.92, 21.00, 804.08
"2014/11/17 140:0:0", 21.68, 0.92, 21.00, 803.99
"2014/11/17 140:0:0", 21.61, 0.92, 21.00, 803.72
"2014/11/17 140:0:0", 21.59, 0.92, 22.00, 803.63
"2014/11/17 140:0:0", 21.55, 0.92, 22.00, 803.63
"2014/11/17 140:0:0", 21.45, 0.92, 22.00, 803.37
"2014/11/17 140:0:0", 21.27, 0.92, 22.00, 803.81
"2014/11/17 140:0:0", 21.18, 0.92, 22.00, 804.26
"2014/11/17 140:0:0", 21.17, 0.92, 22.00, 804.17
"2014/11/17 140:0:0", 20.96, 0.92, 22.00, 804.08
"2014/11/17 140:0:0", 20.97, 0.92, 22.00, 804.44
"2014/11/17 140:0:0", 20.94, 0.92, 22.00, 804.26
"2014/11/17 140:0:0", 20.81, 0.92, 22.00, 804.62
"2014/11/17 140:0:0", 20.79, 0.92, 22.00, 804.53
"2014/11/17 140:0:0", 20.75, 0.92, 22.00, 804.17
"2014/11/17 140:0:0", 20.63, 0.92, 22.00, 804.08
"2014/11/17 140:0:0", 20.63, 0.92, 23.00, 804.08
"2014/11/17 140:0:0", 20.62, 0.92, 23.00, 803.81
"2014/11/17 140:0:0", 20.44, 0.92, 23.00, 803.81
"2014/11/17 140:0:0", 20.36, 0.92, 23.00, 803.90
"2014/11/17 140:0:0", 20.17, 0.92, 23.00, 803.81
"2014/11/17 140:0:0", 20.00, 0.92, 24.00, 804.17
"2014/11/17 140:0:0", 19.92, 0.92, 24.00, 803.81
"2014/11/17 140:0:0", 19.92, 0.92, 24.00, 803.63
"2014/11/17 140:0:0", 19.83, 0.92, 25.00, 803.99
"2014/11/17 140:0:0", 19.72, 0.92, 25.00, 803.72
"2014/11/17 140:0:0", 19.70, 0.92, 25.00, 803.63
"2014/11/17 140:0:0", 19.59, 0.92, 25.00, 803.55
"2014/11/17 140:0:0", 19.54, 0.92, 25.00, 803.72
"2014/11/17 140:0:0", 19.49, 0.92, 25.00, 803.55
"2014/11/17 140:0:0", 19.42, 0.92, 25.00, 803.63
"2014/11/17 140:0:0", 19.30, 0.92, 25.00, 803.81
"2014/11/17 140:0:0", 19.22, 0.92, 25.00, 803.81
"2014/11/17 140:0:0", 19.16, 0.92, 25.00, 803.99
"2014/11/17 140:0:0", 19.14, 0.92, 25.00, 803.72
"2014/11/17 140:0:0", 19.08, 0.92, 25.00, 803.72
"2014/11/17 140:0:0", 19.00, 0.92, 25.00, 803.72
"2014/11/17 140:0:0", 19.04, 0.92, 26.00, 803.72
"2014/11/17 140:0:0", 19.02, 0.92, 25.00, 803.46
"2014/11/17 140:0:0", 18.99, 0.92, 25.00, 803.09
"2014/11/18 140:0:0", 18.88, 0.92, 25.00, 803.46
"2014/11/18 140:0:0", 18.77, 0.92, 25.00, 803.18
"2014/11/18 140:0:0", 18.69, 0.92, 25.00, 803.18
"2014/11/18 140:0:0", 18.68, 0.92, 26.00, 802.73
"2014/11/18 140:0:0", 18.61, 0.92, 26.00, 803.00
"2014/11/18 140:0:0", 18.56, 0.92, 26.00, 801.75
"2014/11/18 140:0:0", 18.48, 0.92, 26.00, 801.84
"2014/11/18 140:0:0", 18.41, 0.92, 26.00, 802.11
"2014/11/18 140:0:0", 18.54, 0.92, 25.00, 802.28
"2014/11/18 140:0:0", 18.60, 0.92, 26.00, 803.18
"2014/11/18 140:0:0", 18.53, 0.92, 26.00, 801.38
"2014/11/18 140:0:0", 18.66, 0.92, 26.00, 801.93
"2014/11/18 140:0:0", 18.63, 0.92, 26.00, 803.37
"2014/11/18 140:0:0", 18.62, 0.92, 26.00, 803.55
"2014/11/18 140:0:0", 18.66, 0.92, 27.00, 803.46
"2014/11/18 140:0:0", 18.72, 0.92, 27.00, 803.37
"2014/11/18 140:0:0", 18.76, 0.92, 27.00, 803.63
"2014/11/18 140:0:0", 18.76, 0.92, 27.00, 803.27
"2014/11/18 140:0:0", 18.80, 0.92, 28.00, 803.27
"2014/11/18 140:0:0", 18.86, 0.92, 28.00, 803.63
"2014/11/18 140:0:0", 18.90, 0.92, 27.00, 803.37
"2014/11/18 140:0:0", 18.93, 0.92, 27.00, 803.46
"2014/11/18 140:0:0", 18.97, 0.92, 27.00, 803.63
"2014/11/18 140:0:0", 19.02, 0.92, 27.00, 803.55
"2014/11/18 140:0:0", 19.13, 0.92, 27.00, 803.99
"2014/11/18 140:0:0", 19.22, 0.92, 27.00, 803.55
"2014/11/18 140:0:0", 19.29, 0.92, 27.00, 803.63
"2014/11/18 140:0:0", 19.32, 0.92, 27.00, 803.81
"2014/11/18 140:0:0", 19.39, 0.92, 27.00, 803.72
"2014/11/18 140:0:0", 19.46, 0.92, 27.00, 803.90
"2014/11/18 140:0:0", 19.53, 0.92, 27.00, 803.46
"2014/11/18 140:0:0", 19.60, 0.92, 27.00, 803.18
"2014/11/18 140:0:0", 19.62, 0.92, 27.00, 803.27
"2014/11/18 140:0:0", 19.65, 0.92, 26.00, 803.27
"2014/11/18 140:0:0", 19.70, 0.92, 26.00, 803.18
"2014/11/18 140:0:0", 19.76, 0.92, 26.00, 803.00
"2014/11/18 140:0:0", 19.82, 0.92, 26.00, 803.46
"2014/11/18 140:0:0", 19.86, 0.92, 26.00, 803.37
"2014/11/18 140:0:0", 19.90, 0.92, 26.00, 803.27
"2014/11/18 140:0:0", 19.95, 0.92, 26.00, 803.27
"2014/11/18 140:0:0", 20.00, 0.92, 26.00, 803.27
"2014/11/18 140:0:0", 20.05, 0.92, 26.00, 803.55
"2014/11/18 140:0:0", 20.08, 0.92, 26.00, 803.63
"2014/11/18 140:0:0", 20.12, 0.92, 26.00, 803.37
"2014/11/18 140:0:0", 20.17, 0.92, 25.00, 803.55
"2014/11/18 140:0:0", 20.21, 0.92, 25.00, 803.46
"2014/11/18 140:0:0", 20.25, 0.92, 25.00, 803.27
"2014/11/18 140:0:0", 20.29, 0.92, 25.00, 803.55
"2014/11/18 140:0:0", 20.32, 0.92, 25.00, 803.46
"2014/11/18 140:0:0", 20.36, 0.92, 25.00, 803.55
"2014/11/18 140:0:0", 20.40, 0.92, 25.00, 803.63
"2014/11/18 140:0:0", 20.44, 0.92, 25.00, 803.63
"2014/11/18 140:0:0", 20.49, 0.92, 25.00, 803.37
"2014/11/18 140:0:0", 20.52, 0.92, 25.00, 803.55
"2014/11/18 140:0:0", 20.55, 0.92, 25.00, 803.27
"2014/11/18 140:0:0", 20.59, 0.92, 25.00, 803.00
"2014/11/18 140:0:0", 20.62, 0.92, 25.00, 803.55
"2014/11/18 140:0:0", 20.66, 0.92, 24.00, 803.27
"2014/11/18 140:0:0", 20.69, 0.92, 24.00, 803.37
"2014/11/18 140:0:0", 20.72, 0.92, 24.00, 803.55
"2014/11/19 140:0:0", 20.75, 0.92, 24.00, 803.27
"2014/11/19 140:0:0", 20.79, 0.92, 24.00, 803.27
"2014/11/19 140:0:0", 20.82, 0.92, 24.00, 803.27
"2014/11/19 140:0:0", 20.86, 0.92, 24.00, 803.37
"2014/11/19 140:0:0", 20.89, 0.92, 24.00, 803.55
"2014/11/19 140:0:0", 20.92, 0.92, 24.00, 803.55
"2014/11/19 140:0:0", 20.94, 0.92, 24.00, 803.63
"2014/11/19 140:0:0", 20.98, 0.92, 24.00, 803.55
"2014/11/19 140:0:0", 21.02, 0.92, 24.00, 803.46
"2014/11/19 140:0:0", 21.04, 0.92, 24.00, 803.55
"2014/11/19 140:0:0", 21.08, 0.92, 24.00, 803.46
"2014/11/19 140:0:0", 21.11, 0.92, 24.00, 803.63
"2014/11/19 140:0:0", 21.14, 0.92, 24.00, 803.27
"2014/11/19 140:0:0", 21.18, 0.92, 24.00, 803.46
"2014/11/19 140:0:0", 21.21, 0.92, 24.00, 803.37
"2014/11/19 140:0:0", 21.23, 0.92, 24.00, 803.63
"2014/11/19 140:0:0", 21.27, 0.92, 24.00, 803.55
"2014/11/19 140:0:0", 21.31, 0.92, 24.00, 803.72
"2014/11/19 140:0:0", 21.32, 0.92, 24.00, 803.63
"2014/11/19 140:0:0", 21.36, 0.92, 24.00, 803.46
"2014/11/19 140:0:0", 21.38, 0.92, 24.00, 803.27
"2014/11/19 140:0:0", 21.40, 0.92, 24.00, 803.46
"2014/11/19 140:0:0", 21.44, 0.92, 24.00, 803.72
"2014/11/19 140:0:0", 21.48, 0.92, 25.00, 803.46
"2014/11/19 140:0:0", 21.51, 0.92, 25.00, 803.46
"2014/11/19 140:0:0", 21.53, 0.92, 25.00, 803.46
"2014/11/19 140:0:0", 21.55, 0.92, 25.00, 803.55
"2014/11/19 140:0:0", 21.56, 0.92, 24.00, 803.63
"2014/11/19 140:0:0", 21.59, 0.92, 24.00, 803.55
"2014/11/19 140:0:0", 21.63, 0.92, 24.00, 803.37
"2014/11/19 140:0:0", 21.64, 0.92, 24.00, 803.81
"2014/11/19 140:0:0", 21.67, 0.92, 24.00, 803.81
"2014/11/19 140:0:0", 21.70, 0.92, 24.00, 803.90
"2014/11/19 140:0:0", 21.73, 0.92, 24.00, 803.81
"2014/11/19 140:0:0", 21.76, 0.92, 25.00, 803.72
"2014/11/19 140:0:0", 21.78, 0.92, 25.00, 803.81
"2014/11/19 140:0:0", 21.81, 0.92, 25.00, 803.55
"2014/11/19 140:0:0", 21.84, 0.92, 25.00, 803.72
"2014/11/19 140:0:0", 21.87, 0.92, 25.00, 803.55
"2014/11/19 140:0:0", 21.90, 0.92, 25.00, 803.63
"2014/11/19 140:0:0", 21.93, 0.92, 25.00, 803.63
"2014/11/19 140:0:0", 21.96, 0.92, 25.00, 803.72
"2014/11/19 140:0:0", 22.01, 0.92, 25.00, 803.81
"2014/11/19 140:0:0", 22.03, 0.92, 24.00, 803.90
"2014/11/19 140:0:0", 22.06, 0.92, 24.00, 803.72
"2014/11/19 140:0:0", 22.08, 0.92, 24.00, 803.72
"2014/11/19 140:0:0", 22.10, 0.92, 24.00, 803.81
"2014/11/19 140:0:0", 22.13, 0.92, 23.00, 803.72
"2014/11/19 140:0:0", 22.15, 0.92, 23.00, 803.63
"2014/11/19 140:0:0", 22.17, 0.92, 23.00, 803.72
"2014/11/19 140:0:0", 22.19, 0.92, 23.00, 803.72
"2014/11/19 140:0:0", 22.21, 0.92, 23.00, 803.72
"2014/11/19 140:0:0", 22.24, 0.92, 23.00, 803.63
"2014/11/19 140:0:0", 22.25, 0.92, 23.00, 803.81
"2014/11/19 140:0:0", 22.28, 0.92, 23.00, 803.99
"2014/11/19 140:0:0", 22.29, 0.92, 23.00, 803.81
"2014/11/19 140:0:0", 22.30, 0.92, 23.00, 803.81
"2014/11/19 140:0:0", 22.32, 0.92, 22.00, 803.72
"2014/11/19 140:0:0", 22.35, 0.92, 22.00, 803.81
"2014/11/19 140:0:0", 22.36, 0.92, 22.00, 803.81
"2014/11/20 140:0:0", 22.38, 0.92, 22.00, 803.81
"2014/11/20 140:0:0", 22.40, 0.92, 22.00, 804.08
"2014/11/20 140:0:0", 22.42, 0.92, 22.00, 803.90
"2014/11/20 140:0:0", 22.44, 0.92, 22.00, 803.81
"2014/11/20 140:0:0", 22.45, 0.92, 22.00, 803.81
"2014/11/20 140:0:0", 22.46, 0.92, 22.00, 803.90
"2014/11/20 140:0:0", 22.47, 0.92, 22.00, 804.08
"2014/11/20 140:0:0", 22.49, 0.92, 22.00, 803.99
"2014/11/20 140:0:0", 22.51, 0.92, 22.00, 803.90
"2014/11/20 140:0:0", 22.51, 0.92, 22.00, 803.99
"2014/11/20 140:0:0", 22.52, 0.92, 22.00, 803.90
"2014/11/20 140:0:0", 22.54, 0.92, 22.00, 804.08
"2014/11/20 140:0:0", 22.54, 0.92, 22.00, 804.08
"2014/11/20 140:0:0", 22.56, 0.92, 22.00, 803.99
"2014/11/20 140:0:0", 22.58, 0.92, 22.00, 803.81
"2014/11/20 140:0:0", 22.60, 0.92, 22.00, 803.55
"2014/11/20 140:0:0", 22.61, 0.92, 22.00, 803.81
"2014/11/20 140:0:0", 22.62, 0.92, 22.00, 803.90
"2014/11/20 140:0:0", 22.63, 0.92, 22.00, 803.63
"2014/11/20 140:0:0", 22.65, 0.92, 22.00, 803.81
"2014/11/20 140:0:0", 22.66, 0.92, 22.00, 803.72
"2014/11/20 140:0:0", 22.68, 0.92, 22.00, 803.99
"2014/11/20 140:0:0", 22.69, 0.92, 22.00, 803.81
"2014/11/20 140:0:0", 22.70, 0.92, 22.00, 803.72
"2014/11/20 140:0:0", 22.72, 0.92, 22.00, 803.99
"2014/11/20 140:0:0", 22.74, 0.92, 22.00, 803.72
"2014/11/20 140:0:0", 22.75, 0.92, 22.00, 803.90
"2014/11/20 140:0:0", 22.76, 0.92, 22.00, 803.63
"2014/11/20 140:0:0", 22.77, 0.92, 22.00, 803.81
"2014/11/20 140:0:0", 22.78, 0.92, 22.00, 803.55
"2014/11/20 140:0:0", 22.79, 0.92, 22.00, 803.46
"2014/11/20 140:0:0", 22.81, 0.92, 22.00, 803.46
"2014/11/20 140:0:0", 22.80, 0.92, 22.00, 803.37
"2014/11/20 140:0:0", 22.82, 0.92, 22.00, 803.46
"2014/11/20 140:0:0", 22.84, 0.92, 22.00, 803.46
"2014/11/20 140:0:0", 22.85, 0.92, 22.00, 803.37
"2014/11/20 140:0:0", 22.87, 0.92, 22.00, 803.46
"2014/11/20 140:0:0", 22.88, 0.92, 22.00, 803.55
"2014/11/20 140:0:0", 22.89, 0.92, 22.00, 803.46
"2014/11/20 140:0:0", 22.90, 0.92, 22.00, 803.63
"2014/11/20 140:0:0", 22.91, 0.92, 22.00, 803.46
"2014/11/20 140:0:0", 22.92, 0.92, 22.00, 803.55
"2014/11/20 140:0:0", 22.93, 0.92, 22.00, 803.72
"2014/11/20 140:0:0", 22.95, 0.92, 21.00, 803.63
"2014/11/20 140:0:0", 22.95, 0.92, 21.00, 803.37
"2014/11/20 140:0:0", 22.95, 0.92, 21.00, 803.55
"2014/11/20 140:0:0", 22.96, 0.92, 21.00, 803.63
"2014/11/20 140:0:0", 22.97, 0.92, 21.00, 803.63
"2014/11/20 140:0:0", 22.98, 0.92, 21.00, 803.46
"2014/11/20 140:0:0", 22.98, 0.92, 21.00, 803.55
"2014/11/20 140:0:0", 22.99, 0.92, 21.00, 803.63
"2014/11/20 140:0:0", 23.00, 0.92, 21.00, 803.72
"2014/11/20 140:0:0", 23.00, 0.92, 21.00, 803.63
"2014/11/20 140:0:0", 22.99, 0.92, 22.00, 803.81
"2014/11/20 140:0:0", 23.00, 0.92, 21.00, 803.55
"2014/11/20 140:0:0", 23.00, 0.92, 21.00, 803.63
"2014/11/20 140:0:0", 23.01, 0.92, 21.00, 803.81
"2014/11/20 140:0:0", 23.01, 0.92, 21.00, 803.72
"2014/11/20 140:0:0", 23.02, 0.92, 21.00, 803.46
"2014/11/20 140:0:0", 23.03, 0.92, 21.00, 803.55
"2014/11/21 140:0:0", 23.03, 0.92, 21.00, 803.81
"2014/11/21 140:0:0", 23.04, 0.92, 21.00, 803.55
"2014/11/21 140:0:0", 23.04, 0.92, 21.00, 803.55
"2014/11/21 140:0:0", 23.05, 0.92, 21.00, 803.55
"2014/11/21 140:0:0", 23.06, 0.92, 21.00, 803.55
"2014/11/21 140:0:0", 23.06, 0.92, 21.00, 803.72
"2014/11/21 140:0:0", 23.05, 0.92, 21.00, 803.72
"2014/11/21 140:0:0", 23.06, 0.92, 21.00, 803.63
"2014/11/21 140:0:0", 23.07, 0.92, 21.00, 803.37
"2014/11/21 140:0:0", 23.07, 0.92, 21.00, 803.72
"2014/11/21 140:0:0", 23.06, 0.92, 21.00, 803.55
"2014/11/21 140:0:0", 23.08, 0.92, 21.00, 803.46
"2014/11/21 140:0:0", 23.10, 0.92, 21.00, 803.37
"2014/11/21 140:0:0", 23.08, 0.92, 21.00, 803.46
"2014/11/21 140:0:0", 23.10, 0.92, 21.00, 803.46
"2014/11/21 140:0:0", 23.10, 0.92, 21.00, 803.46
"2014/11/21 140:0:0", 23.12, 0.92, 21.00, 803.37
"2014/11/21 140:0:0", 23.12, 0.92, 21.00, 803.46
"2014/11/21 140:0:0", 23.12, 0.92, 21.00, 803.63
"2014/11/21 140:0:0", 23.13, 0.92, 21.00, 803.55
"2014/11/21 140:0:0", 23.13, 0.92, 21.00, 803.90
"2014/11/21 140:0:0", 23.15, 0.92, 21.00, 803.27
"2014/11/21 140:0:0", 23.15, 0.92, 21.00, 803.37
"2014/11/21 140:0:0", 23.16, 0.92, 21.00, 803.55
"2014/11/21 140:0:0", 23.16, 0.92, 21.00, 803.46
"2014/11/21 140:0:0", 23.15, 0.92, 21.00, 803.37
"2014/11/21 140:0:0", 23.15, 0.92, 21.00, 803.46
"2014/11/21 140:0:0", 23.16, 0.92, 21.00, 803.37
"2014/11/21 140:0:0", 23.15, 0.92, 21.00, 803.46
"2014/11/21 140:0:0", 23.15, 0.92, 21.00, 803.37
"2014/11/21 140:0:0", 23.16, 0.92, 21.00, 803.46
"2014/11/21 140:0:0", 23.17, 0.92, 21.00, 803.09
"2014/11/21 140:0:0", 23.18, 0.92, 21.00, 803.72
"2014/11/21 140:0:0", 23.18, 0.92, 21.00, 803.55
"2014/11/21 140:0:0", 23.18, 0.92, 21.00, 803.81
"2014/11/21 140:0:0", 23.19, 0.92, 21.00, 803.63
"2014/11/21 140:0:0", 23.20, 0.92, 21.00, 803.72
"2014/11/21 140:0:0", 23.21, 0.92, 21.00, 803.90
"2014/11/21 140:0:0", 23.22, 0.92, 21.00, 803.90
"2014/11/21 140:0:0", 23.23, 0.92, 21.00, 803.81
"2014/11/21 140:0:0", 23.24, 0.92, 21.00, 803.81
"2014/11/21 140:0:0", 23.24, 0.92, 21.00, 803.63
"2014/11/21 140:0:0", 23.25, 0.92, 21.00, 803.72
"2014/11/21 140:0:0", 23.26, 0.92, 21.00, 803.81
"2014/11/21 140:0:0", 23.25, 0.92, 21.00, 803.90
"2014/11/21 140:0:0", 23.25, 0.92, 21.00, 803.90
"2014/11/21 140:0:0", 23.25, 0.92, 21.00, 803.72
"2014/11/21 140:0:0", 23.26, 0.92, 21.00, 803.90
"2014/11/21 140:0:0", 23.25, 0.92, 21.00, 803.90
"2014/11/21 140:0:0", 23.25, 0.92, 21.00, 803.72
"2014/11/21 140:0:0", 23.26, 0.92, 21.00, 803.72
"2014/11/21 140:0:0", 23.25, 0.92, 21.00, 803.81
"2014/11/21 140:0:0", 23.26, 0.92, 21.00, 803.55
"2014/11/21 140:0:0", 23.25, 0.92, 21.00, 803.63
"2014/11/21 140:0:0", 23.26, 0.92, 21.00, 803.37
"2014/11/21 140:0:0", 23.26, 0.92, 21.00, 803.81
"2014/11/21 140:0:0", 23.27, 0.92, 21.00, 803.63
"2014/11/21 140:0:0", 23.29, 0.92, 21.00, 803.63
"2014/11/21 140:0:0", 23.29, 0.92, 21.00, 803.63
"2014/11/21 140:0:0", 23.29, 0.92, 21.00, 803.55
"2014/11/22 140:0:0", 23.31, 0.92, 21.00, 803.37
"2014/11/22 140:0:0", 23.32, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.31, 0.92, 21.00, 803.46
"2014/11/22 140:0:0", 23.31, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.32, 0.92, 21.00, 803.72
"2014/11/22 140:0:0", 23.32, 0.92, 21.00, 803.46
"2014/11/22 140:0:0", 23.33, 0.92, 21.00, 803.90
"2014/11/22 140:0:0", 23.34, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.33, 0.92, 21.00, 803.99
"2014/11/22 140:0:0", 23.33, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.34, 0.92, 21.00, 803.81
"2014/11/22 140:0:0", 23.33, 0.92, 21.00, 803.55
"2014/11/22 140:0:0", 23.31, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.31, 0.92, 21.00, 803.46
"2014/11/22 140:0:0", 23.29, 0.92, 21.00, 803.90
"2014/11/22 140:0:0", 23.30, 0.92, 21.00, 803.90
"2014/11/22 140:0:0", 23.31, 0.92, 21.00, 803.55
"2014/11/22 140:0:0", 23.31, 0.92, 21.00, 803.99
"2014/11/22 140:0:0", 23.32, 0.92, 21.00, 803.72
"2014/11/22 140:0:0", 23.31, 0.92, 21.00, 803.55
"2014/11/22 140:0:0", 23.32, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.32, 0.92, 21.00, 803.72
"2014/11/22 140:0:0", 23.32, 0.92, 21.00, 803.72
"2014/11/22 140:0:0", 23.33, 0.92, 21.00, 803.81
"2014/11/22 140:0:0", 23.34, 0.92, 21.00, 803.90
"2014/11/22 140:0:0", 23.35, 0.92, 21.00, 803.72
"2014/11/22 140:0:0", 23.36, 0.92, 21.00, 803.72
"2014/11/22 140:0:0", 23.36, 0.92, 21.00, 803.81
"2014/11/22 140:0:0", 23.37, 0.92, 21.00, 803.72
"2014/11/22 140:0:0", 23.37, 0.92, 21.00, 803.90
"2014/11/22 140:0:0", 23.38, 0.92, 21.00, 803.81
"2014/11/22 140:0:0", 23.38, 0.92, 21.00, 803.99
"2014/11/22 140:0:0", 23.38, 0.92, 21.00, 803.90
"2014/11/22 140:0:0", 23.37, 0.92, 21.00, 803.90
"2014/11/22 140:0:0", 23.37, 0.92, 21.00, 803.81
"2014/11/22 140:0:0", 23.39, 0.92, 21.00, 803.72
"2014/11/22 140:0:0", 23.39, 0.92, 21.00, 803.81
"2014/11/22 140:0:0", 23.39, 0.92, 21.00, 803.72
"2014/11/22 140:0:0", 23.39, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.38, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.37, 0.92, 21.00, 803.99
"2014/11/22 140:0:0", 23.39, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.39, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.38, 0.92, 21.00, 803.55
"2014/11/22 140:0:0", 23.35, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.35, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.35, 0.92, 21.00, 803.18
"2014/11/22 140:0:0", 23.34, 0.92, 21.00, 803.37
"2014/11/22 140:0:0", 23.33, 0.92, 21.00, 803.81
"2014/11/22 140:0:0", 23.34, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.35, 0.92, 21.00, 803.46
"2014/11/22 140:0:0", 23.34, 0.92, 21.00, 803.72
"2014/11/22 140:0:0", 23.35, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.36, 0.92, 21.00, 803.55
"2014/11/22 140:0:0", 23.36, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.35, 0.92, 21.00, 803.72
"2014/11/22 140:0:0", 23.36, 0.92, 21.00, 803.55
"2014/11/22 140:0:0", 23.36, 0.92, 21.00, 803.55
"2014/11/22 140:0:0", 23.35, 0.92, 21.00, 803.63
"2014/11/22 140:0:0", 23.36, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.36, 0.92, 21.00, 803.81
"2014/11/23 140:0:0", 23.38, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.38, 0.92, 21.00, 803.63
"2014/11/23 140:0:0", 23.37, 0.92, 21.00, 803.63
"2014/11/23 140:0:0", 23.38, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.39, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.38, 0.92, 21.00, 803.63
"2014/11/23 140:0:0", 23.37, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.38, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.37, 0.92, 21.00, 803.81
