time,temperature,pressure,humidity,altitude
"2014/11/23 140:0:0", 23.37, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.37, 0.92, 21.00, 803.90
"2014/11/23 140:0:0", 23.37, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.37, 0.92, 21.00, 803.63
"2014/11/23 140:0:0", 23.36, 0.92, 21.00, 803.63
"2014/11/23 140:0:0", 23.37, 0.92, 21.00, 803.90
"2014/11/23 140:0:0", 23.37, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.37, 0.92, 21.00, 803.63
"2014/11/23 140:0:0", 23.37, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.38, 0.92, 21.00, 803.63
"2014/11/23 140:0:0", 23.38, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.39, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.40, 0.92, 21.00, 803.63
"2014/11/23 140:0:0", 23.40, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.40, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.41, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.42, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.42, 0.92, 21.00, 803.63
"2014/11/23 140:0:0", 23.42, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.44, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.42, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.42, 0.92, 21.00, 803.81
"2014/11/23 140:0:0", 23.41, 0.92, 21.00, 803.90
"2014/11/23 140:0:0", 23.41, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.40, 0.92, 21.00, 803.90
"2014/11/23 140:0:0", 23.39, 0.92, 21.00, 803.90
"2014/11/23 140:0:0", 23.38, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.37, 0.92, 21.00, 803.90
"2014/11/23 140:0:0", 23.38, 0.92, 21.00, 803.81
"2014/11/23 140:0:0", 23.39, 0.92, 21.00, 803.90
"2014/11/23 140:0:0", 23.40, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.39, 0.92, 21.00, 803.90
"2014/11/23 140:0:0", 23.39, 0.92, 21.00, 803.81
"2014/11/23 140:0:0", 23.39, 0.92, 21.00, 803.63
"2014/11/23 140:0:0", 23.39, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.38, 0.92, 21.00, 803.90
"2014/11/23 140:0:0", 23.40, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.40, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.40, 0.92, 21.00, 803.81
"2014/11/23 140:0:0", 23.41, 0.92, 21.00, 803.90
"2014/11/23 140:0:0", 23.42, 0.92, 21.00, 803.63
"2014/11/23 140:0:0", 23.42, 0.92, 21.00, 803.90
"2014/11/23 140:0:0", 23.43, 0.92, 21.00, 803.81
"2014/11/23 140:0:0", 23.44, 0.92, 21.00, 803.81
"2014/11/23 140:0:0", 23.45, 0.92, 21.00, 803.72
"2014/11/23 140:0:0", 23.45, 0.92, 21.00, 803.81
"2014/11/23 140:0:0", 23.46, 0.92, 21.00, 803.90
"2014/11/23 140:0:0", 23.46, 0.92, 21.00, 803.55
"2014/11/23 140:0:0", 23.47, 0.92, 21.00, 803.81
"2014/11/23 140:0:0", 23.48, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.48, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.48, 0.92, 21.00, 803.99
"2014/11/24 140:0:0", 23.48, 0.92, 21.00, 803.81
"2014/11/24 140:0:0", 23.47, 0.92, 21.00, 804.17
"2014/11/24 140:0:0", 23.47, 0.92, 21.00, 803.99
"2014/11/24 140:0:0", 23.46, 0.92, 21.00, 803.81
"2014/11/24 140:0:0", 23.45, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.44, 0.92, 21.00, 803.55
"2014/11/24 140:0:0", 23.44, 0.92, 21.00, 803.81
"2014/11/24 140:0:0", 23.44, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.44, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.46, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.47, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.47, 0.92, 21.00, 803.63
"2014/11/24 140:0:0", 23.47, 0.92, 21.00, 803.81
"2014/11/24 140:0:0", 23.48, 0.92, 21.00, 803.81
"2014/11/24 140:0:0", 23.48, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.49, 0.92, 21.00, 803.63
"2014/11/24 140:0:0", 23.49, 0.92, 21.00, 803.55
"2014/11/24 140:0:0", 23.50, 0.92, 21.00, 803.55
"2014/11/24 140:0:0", 23.51, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.51, 0.92, 21.00, 803.63
"2014/11/24 140:0:0", 23.51, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.52, 0.92, 21.00, 803.81
"2014/11/24 140:0:0", 23.52, 0.92, 21.00, 804.08
"2014/11/24 140:0:0", 23.52, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.53, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.53, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.53, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.53, 0.92, 21.00, 804.08
"2014/11/24 140:0:0", 23.53, 0.92, 21.00, 803.81
"2014/11/24 140:0:0", 23.53, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.52, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.51, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.51, 0.92, 21.00, 803.99
"2014/11/24 140:0:0", 23.50, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.49, 0.92, 21.00, 803.81
"2014/11/24 140:0:0", 23.48, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.47, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.46, 0.92, 21.00, 803.99
"2014/11/24 140:0:0", 23.45, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.45, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.44, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.44, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.44, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.43, 0.92, 21.00, 803.99
"2014/11/24 140:0:0", 23.43, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.42, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.43, 0.92, 21.00, 803.99
"2014/11/24 140:0:0", 23.42, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.42, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.43, 0.92, 21.00, 803.81
"2014/11/24 140:0:0", 23.42, 0.92, 21.00, 804.08
"2014/11/24 140:0:0", 23.42, 0.92, 21.00, 804.08
"2014/11/24 140:0:0", 23.42, 0.92, 21.00, 804.08
"2014/11/24 140:0:0", 23.42, 0.92, 21.00, 803.81
"2014/11/24 140:0:0", 23.43, 0.92, 21.00, 803.72
"2014/11/24 140:0:0", 23.43, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.44, 0.92, 21.00, 803.99
"2014/11/24 140:0:0", 23.45, 0.92, 21.00, 803.90
"2014/11/24 140:0:0", 23.46, 0.92, 21.00, 803.37
"2014/11/25 140:0:0", 23.47, 0.92, 21.00, 803.46
"2014/11/25 140:0:0", 23.48, 0.92, 21.00, 803.72
"2014/11/25 140:0:0", 23.48, 0.92, 21.00, 803.72
"2014/11/25 140:0:0", 23.49, 0.92, 21.00, 803.72
"2014/11/25 140:0:0", 23.50, 0.92, 22.00, 803.63
"2014/11/25 140:0:0", 23.50, 0.92, 22.00, 803.63
"2014/11/25 140:0:0", 23.50, 0.92, 22.00, 803.63
"2014/11/25 140:0:0", 23.51, 0.92, 22.00, 803.63
"2014/11/25 140:0:0", 23.51, 0.92, 22.00, 803.81
"2014/11/25 140:0:0", 23.51, 0.92, 22.00, 804.08
"2014/11/25 140:0:0", 23.51, 0.92, 22.00, 804.26
"2014/11/25 140:0:0", 23.52, 0.92, 22.00, 803.37
"2014/11/25 140:0:0", 23.53, 0.92, 22.00, 803.81
"2014/11/25 140:0:0", 23.54, 0.92, 22.00, 803.63
"2014/11/25 140:0:0", 23.56, 0.92, 22.00, 803.55
"2014/11/25 140:0:0", 23.57, 0.92, 22.00, 803.63
"2014/11/25 140:0:0", 23.58, 0.92, 22.00, 803.63
"2014/11/25 140:0:0", 23.59, 0.92, 22.00, 803.55
"2014/11/25 140:0:0", 23.59, 0.92, 22.00, 803.55
"2014/11/25 140:0:0", 23.59, 0.92, 22.00, 803.55
"2014/11/25 140:0:0", 23.59, 0.92, 21.00, 803.46
"2014/11/25 140:0:0", 23.60, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.60, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.61, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.62, 0.92, 21.00, 803.99
"2014/11/25 140:0:0", 23.63, 0.92, 21.00, 803.72
"2014/11/25 140:0:0", 23.63, 0.92, 21.00, 803.99
"2014/11/25 140:0:0", 23.64, 0.92, 21.00, 803.72
"2014/11/25 140:0:0", 23.64, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.65, 0.92, 21.00, 803.81
"2014/11/25 140:0:0", 23.66, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.67, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.68, 0.92, 21.00, 803.81
"2014/11/25 140:0:0", 23.68, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.69, 0.92, 21.00, 803.72
"2014/11/25 140:0:0", 23.69, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.68, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.67, 0.92, 21.00, 803.81
"2014/11/25 140:0:0", 23.67, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.68, 0.92, 21.00, 803.81
"2014/11/25 140:0:0", 23.68, 0.92, 21.00, 803.55
"2014/11/25 140:0:0", 23.68, 0.92, 21.00, 803.72
"2014/11/25 140:0:0", 23.69, 0.92, 21.00, 803.63
"2014/11/25 140:0:0", 23.70, 0.92, 21.00, 803.81
"2014/11/25 140:0:0", 23.71, 0.92, 21.00, 803.55
"2014/11/25 140:0:0", 23.71, 0.92, 21.00, 803.63
"2014/11/25 140:0:0", 23.71, 0.92, 21.00, 803.72
"2014/11/25 140:0:0", 23.70, 0.92, 21.00, 803.72
"2014/11/25 140:0:0", 23.71, 0.92, 21.00, 803.46
"2014/11/25 140:0:0", 23.70, 0.92, 21.00, 803.55
"2014/11/25 140:0:0", 23.70, 0.92, 21.00, 803.63
"2014/11/25 140:0:0", 23.69, 0.92, 21.00, 803.46
"2014/11/25 140:0:0", 23.67, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.68, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.68, 0.92, 21.00, 803.90
"2014/11/25 140:0:0", 23.67, 0.92, 20.00, 803.63
"2014/11/25 140:0:0", 23.68, 0.92, 20.00, 803.72
"2014/11/25 140:0:0", 23.68, 0.92, 20.00, 803.72
"2014/11/25 140:0:0", 23.68, 0.92, 20.00, 803.63
"2014/11/25 140:0:0", 23.68, 0.92, 20.00, 803.72
"2014/11/26 140:0:0", 23.68, 0.92, 20.00, 803.63
"2014/11/26 140:0:0", 23.70, 0.92, 20.00, 803.63
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.72
"2014/11/26 140:0:0", 23.68, 0.92, 21.00, 803.72
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.63
"2014/11/26 140:0:0", 23.68, 0.92, 21.00, 803.63
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.81
"2014/11/26 140:0:0", 23.70, 0.92, 20.00, 803.72
"2014/11/26 140:0:0", 23.69, 0.92, 20.00, 803.90
"2014/11/26 140:0:0", 23.69, 0.92, 20.00, 803.81
"2014/11/26 140:0:0", 23.68, 0.92, 20.00, 803.90
"2014/11/26 140:0:0", 23.68, 0.92, 20.00, 803.81
"2014/11/26 140:0:0", 23.69, 0.92, 20.00, 803.72
"2014/11/26 140:0:0", 23.70, 0.92, 20.00, 803.90
"2014/11/26 140:0:0", 23.69, 0.92, 20.00, 803.99
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 803.99
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 803.72
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 803.72
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.81
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.55
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.55
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.63
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.27
"2014/11/26 140:0:0", 23.68, 0.92, 21.00, 803.37
"2014/11/26 140:0:0", 23.68, 0.92, 21.00, 803.46
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.72
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.90
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.81
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.55
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.63
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.99
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 803.63
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 803.90
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 803.72
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 803.99
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 803.46
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 803.90
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.99
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 803.81
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 803.90
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.90
"2014/11/26 140:0:0", 23.68, 0.92, 21.00, 803.90
"2014/11/26 140:0:0", 23.68, 0.92, 21.00, 803.90
"2014/11/26 140:0:0", 23.67, 0.92, 21.00, 803.90
"2014/11/26 140:0:0", 23.67, 0.92, 21.00, 803.81
"2014/11/26 140:0:0", 23.67, 0.92, 21.00, 803.81
"2014/11/26 140:0:0", 23.66, 0.92, 21.00, 803.81
"2014/11/26 140:0:0", 23.67, 0.92, 21.00, 803.81
"2014/11/26 140:0:0", 23.67, 0.92, 21.00, 803.90
"2014/11/26 140:0:0", 23.67, 0.92, 21.00, 803.72
"2014/11/26 140:0:0", 23.68, 0.92, 21.00, 803.63
"2014/11/26 140:0:0", 23.68, 0.92, 21.00, 803.81
"2014/11/26 140:0:0", 23.68, 0.92, 21.00, 803.81
"2014/11/26 140:0:0", 23.68, 0.92, 21.00, 803.90
"2014/11/26 140:0:0", 23.68, 0.92, 21.00, 803.81
"2014/11/26 140:0:0", 23.69, 0.92, 21.00, 803.63
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 804.08
"2014/11/26 140:0:0", 23.70, 0.92, 21.00, 803.90
"2014/11/26 140:0:0", 23.72, 0.92, 21.00, 803.55
"2014/11/26 140:0:0", 23.73, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 23.73, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 23.73, 0.92, 21.00, 803.63
"2014/11/27 140:0:0", 23.73, 0.92, 21.00, 803.55
"2014/11/27 140:0:0", 23.73, 0.92, 21.00, 803.99
"2014/11/27 140:0:0", 23.73, 0.92, 21.00, 803.46
"2014/11/27 140:0:0", 23.74, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 23.75, 0.92, 21.00, 803.63
"2014/11/27 140:0:0", 23.76, 0.92, 21.00, 803.63
"2014/11/27 140:0:0", 23.76, 0.92, 21.00, 803.55
"2014/11/27 140:0:0", 23.76, 0.92, 21.00, 803.90
"2014/11/27 140:0:0", 23.77, 0.92, 21.00, 803.63
"2014/11/27 140:0:0", 23.77, 0.92, 21.00, 803.90
"2014/11/27 140:0:0", 23.78, 0.92, 21.00, 803.81
"2014/11/27 140:0:0", 23.78, 0.92, 21.00, 803.99
"2014/11/27 140:0:0", 23.78, 0.92, 21.00, 803.81
"2014/11/27 140:0:0", 23.78, 0.92, 21.00, 803.63
"2014/11/27 140:0:0", 23.78, 0.92, 21.00, 803.81
"2014/11/27 140:0:0", 23.77, 0.92, 21.00, 803.81
"2014/11/27 140:0:0", 23.78, 0.92, 21.00, 804.08
"2014/11/27 140:0:0", 23.77, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 23.78, 0.92, 21.00, 803.81
"2014/11/27 140:0:0", 23.79, 0.92, 21.00, 803.63
"2014/11/27 140:0:0", 23.79, 0.92, 21.00, 803.81
"2014/11/27 140:0:0", 23.80, 0.92, 21.00, 803.90
"2014/11/27 140:0:0", 23.81, 0.92, 22.00, 803.63
"2014/11/27 140:0:0", 23.81, 0.92, 22.00, 803.90
"2014/11/27 140:0:0", 23.82, 0.92, 22.00, 803.90
"2014/11/27 140:0:0", 23.83, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 23.83, 0.92, 21.00, 803.90
"2014/11/27 140:0:0", 23.84, 0.92, 21.00, 803.55
"2014/11/27 140:0:0", 23.83, 0.92, 21.00, 803.81
"2014/11/27 140:0:0", 23.85, 0.92, 21.00, 803.55
"2014/11/27 140:0:0", 23.85, 0.92, 21.00, 803.55
"2014/11/27 140:0:0", 23.85, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 23.85, 0.92, 21.00, 803.46
"2014/11/27 140:0:0", 23.85, 0.92, 21.00, 803.46
"2014/11/27 140:0:0", 23.84, 0.92, 21.00, 803.55
"2014/11/27 140:0:0", 23.85, 0.92, 21.00, 803.46
"2014/11/27 140:0:0", 23.86, 0.92, 21.00, 803.63
"2014/11/27 140:0:0", 23.86, 0.92, 21.00, 803.81
"2014/11/27 140:0:0", 23.87, 0.92, 21.00, 803.55
"2014/11/27 140:0:0", 23.90, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 23.92, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 23.93, 0.92, 21.00, 803.81
"2014/11/27 140:0:0", 23.96, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 23.98, 0.92, 22.00, 803.90
"2014/11/27 140:0:0", 23.99, 0.92, 22.00, 803.72
"2014/11/27 140:0:0", 24.02, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 24.03, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 24.05, 0.92, 22.00, 803.63
"2014/11/27 140:0:0", 24.05, 0.92, 22.00, 803.55
"2014/11/27 140:0:0", 24.06, 0.92, 22.00, 803.90
"2014/11/27 140:0:0", 24.07, 0.92, 21.00, 803.63
"2014/11/27 140:0:0", 24.08, 0.92, 21.00, 803.55
"2014/11/27 140:0:0", 24.08, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 24.09, 0.92, 21.00, 803.72
"2014/11/27 140:0:0", 24.08, 0.92, 21.00, 803.46
"2014/11/27 140:0:0", 24.08, 0.92, 21.00, 803.81
"2014/11/27 140:0:0", 24.07, 0.92, 21.00, 803.46
"2014/11/27 140:0:0", 24.08, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 24.08, 0.92, 21.00, 803.37
"2014/11/28 140:0:0", 24.08, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 24.06, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 24.05, 0.92, 21.00, 803.90
"2014/11/28 140:0:0", 24.06, 0.92, 21.00, 803.63
"2014/11/28 140:0:0", 24.05, 0.92, 21.00, 803.81
"2014/11/28 140:0:0", 24.04, 0.92, 21.00, 803.99
"2014/11/28 140:0:0", 24.05, 0.92, 21.00, 803.63
"2014/11/28 140:0:0", 24.04, 0.92, 21.00, 803.63
"2014/11/28 140:0:0", 24.04, 0.92, 21.00, 803.63
"2014/11/28 140:0:0", 24.04, 0.92, 21.00, 803.81
"2014/11/28 140:0:0", 24.04, 0.92, 20.00, 803.72
"2014/11/28 140:0:0", 24.04, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 24.04, 0.92, 21.00, 803.63
"2014/11/28 140:0:0", 24.04, 0.92, 21.00, 803.63
"2014/11/28 140:0:0", 24.03, 0.92, 21.00, 803.63
"2014/11/28 140:0:0", 24.02, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 24.02, 0.92, 21.00, 803.81
"2014/11/28 140:0:0", 24.02, 0.92, 21.00, 803.72
"2014/11/28 140:0:0", 24.03, 0.92, 21.00, 803.72
"2014/11/28 140:0:0", 24.02, 0.92, 20.00, 803.63
"2014/11/28 140:0:0", 24.01, 0.92, 20.00, 803.55
"2014/11/28 140:0:0", 24.01, 0.92, 20.00, 803.63
"2014/11/28 140:0:0", 24.00, 0.92, 20.00, 803.63
"2014/11/28 140:0:0", 23.99, 0.92, 20.00, 803.63
"2014/11/28 140:0:0", 23.97, 0.92, 20.00, 803.55
"2014/11/28 140:0:0", 23.98, 0.92, 20.00, 803.63
"2014/11/28 140:0:0", 23.98, 0.92, 21.00, 803.72
"2014/11/28 140:0:0", 23.99, 0.92, 21.00, 803.37
"2014/11/28 140:0:0", 23.99, 0.92, 21.00, 803.46
"2014/11/28 140:0:0", 23.97, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 23.97, 0.92, 20.00, 803.90
"2014/11/28 140:0:0", 23.96, 0.92, 20.00, 803.72
"2014/11/28 140:0:0", 23.95, 0.92, 20.00, 803.63
"2014/11/28 140:0:0", 23.95, 0.92, 21.00, 803.90
"2014/11/28 140:0:0", 23.95, 0.92, 21.00, 803.81
"2014/11/28 140:0:0", 23.96, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 23.95, 0.92, 21.00, 803.72
"2014/11/28 140:0:0", 23.94, 0.92, 21.00, 803.46
"2014/11/28 140:0:0", 23.94, 0.92, 21.00, 803.18
"2014/11/28 140:0:0", 23.93, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 23.94, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 23.94, 0.92, 21.00, 803.37
"2014/11/28 140:0:0", 23.94, 0.92, 21.00, 803.63
"2014/11/28 140:0:0", 23.93, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 23.94, 0.92, 21.00, 803.63
"2014/11/28 140:0:0", 23.94, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 23.92, 0.92, 21.00, 803.72
"2014/11/28 140:0:0", 23.93, 0.92, 21.00, 803.63
"2014/11/28 140:0:0", 23.93, 0.92, 22.00, 803.72
"2014/11/28 140:0:0", 23.92, 0.92, 22.00, 803.46
"2014/11/28 140:0:0", 23.91, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 23.90, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 23.89, 0.92, 21.00, 803.55
"2014/11/28 140:0:0", 23.89, 0.92, 21.00, 803.09
"2014/11/28 140:0:0", 23.89, 0.92, 21.00, 803.27
"2014/11/28 140:0:0", 23.90, 0.92, 21.00, 803.27
"2014/11/28 140:0:0", 23.90, 0.92, 21.00, 803.46
"2014/11/28 140:0:0", 23.91, 0.92, 21.00, 803.46
"2014/11/28 140:0:0", 23.91, 0.92, 21.00, 803.46
"2014/11/29 140:0:0", 23.90, 0.92, 21.00, 803.63
"2014/11/29 140:0:0", 23.91, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.92, 0.92, 21.00, 803.46
"2014/11/29 140:0:0", 23.92, 0.92, 21.00, 803.90
"2014/11/29 140:0:0", 23.91, 0.92, 20.00, 803.46
"2014/11/29 140:0:0", 23.90, 0.92, 20.00, 803.46
"2014/11/29 140:0:0", 23.90, 0.92, 20.00, 803.63
"2014/11/29 140:0:0", 23.89, 0.92, 20.00, 803.63
"2014/11/29 140:0:0", 23.89, 0.92, 20.00, 803.72
"2014/11/29 140:0:0", 23.90, 0.92, 20.00, 803.72
"2014/11/29 140:0:0", 23.89, 0.92, 21.00, 803.81
"2014/11/29 140:0:0", 23.89, 0.92, 21.00, 803.37
"2014/11/29 140:0:0", 23.89, 0.92, 21.00, 803.46
"2014/11/29 140:0:0", 23.88, 0.92, 21.00, 803.55
"2014/11/29 140:0:0", 23.87, 0.92, 21.00, 803.55
"2014/11/29 140:0:0", 23.85, 0.92, 21.00, 803.63
"2014/11/29 140:0:0", 23.85, 0.92, 21.00, 803.81
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.46
"2014/11/29 140:0:0", 23.81, 0.92, 21.00, 803.46
"2014/11/29 140:0:0", 23.79, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.77, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.75, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.75, 0.92, 21.00, 803.63
"2014/11/29 140:0:0", 23.75, 0.92, 21.00, 803.46
"2014/11/29 140:0:0", 23.76, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.76, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.75, 0.92, 21.00, 803.81
"2014/11/29 140:0:0", 23.77, 0.92, 21.00, 803.81
"2014/11/29 140:0:0", 23.76, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.77, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.77, 0.92, 21.00, 803.81
"2014/11/29 140:0:0", 23.78, 0.92, 21.00, 803.81
"2014/11/29 140:0:0", 23.79, 0.92, 21.00, 803.55
"2014/11/29 140:0:0", 23.79, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.79, 0.92, 21.00, 803.81
"2014/11/29 140:0:0", 23.79, 0.92, 21.00, 803.81
"2014/11/29 140:0:0", 23.79, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.80, 0.92, 21.00, 803.99
"2014/11/29 140:0:0", 23.80, 0.92, 21.00, 803.90
"2014/11/29 140:0:0", 23.82, 0.92, 21.00, 803.46
"2014/11/29 140:0:0", 23.81, 0.92, 21.00, 803.81
"2014/11/29 140:0:0", 23.81, 0.92, 21.00, 803.90
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.55
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.90
"2014/11/29 140:0:0", 23.82, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.82, 0.92, 21.00, 803.90
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.55
"2014/11/29 140:0:0", 23.82, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.82, 0.92, 21.00, 803.81
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.81
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.99
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.63
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.72
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.63
"2014/11/29 140:0:0", 23.84, 0.92, 21.00, 803.55
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.55
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.81
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.63
"2014/11/29 140:0:0", 23.83, 0.92, 21.00, 803.72
