time,temp,press,hum
999, 1416168000, "2014/11/11 140:0:0", 20.74, 9.00, 16.00
1998, 1416168000, "2014/11/11 140:0:0", 20.75, 9.00, 16.00
2999, 1416168000, "2014/11/11 140:0:0", 20.75, 9.00, 16.00
4000, 1416168000, "2014/11/11 140:0:0", 20.75, 9.00, 16.00
4999, 1416168000, "2014/11/11 140:0:0", 20.75, 9.00, 16.00
5999, 1416168000, "2014/11/11 140:0:0", 20.75, 9.00, 16.00
6999, 1416168000, "2014/11/11 140:0:0", 20.75, 9.00, 16.00
7999, 1416168000, "2014/11/11 140:0:0", 20.76, 9.00, 16.00
8999, 1416168000, "2014/11/11 140:0:0", 20.76, 9.00, 16.00
10000, 1416168000, "2014/11/11 140:0:0", 20.76, 9.00, 16.00
10999, 1416168000, "2014/11/11 140:0:0", 20.76, 9.00, 16.00
11999, 1416168000, "2014/11/11 140:0:0", 20.77, 9.00, 16.00
12999, 1416168000, "2014/11/11 140:0:0", 20.76, 9.00, 16.00
14000, 1416168000, "2014/11/11 140:0:0", 20.77, 9.00, 16.00
14999, 1416168000, "2014/11/11 140:0:0", 20.76, 9.00, 16.00
16000, 1416168000, "2014/11/11 140:0:0", 20.76, 9.00, 16.00
