time,temp,press,hum
999, 1415908800, "2014/11/8 140:0:0", 20.68, 0.00, 16.00
2000, 1415908800, "2014/11/8 140:0:0", 20.68, 0.00, 16.00
2999, 1415908800, "2014/11/8 140:0:0", 20.68, 0.00, 16.00
3999, 1415908800, "2014/11/8 140:0:0", 20.68, 0.00, 16.00
4999, 1415908800, "2014/11/8 140:0:0", 20.68, 0.00, 16.00
5999, 1415908800, "2014/11/8 140:0:0", 20.68, 0.00, 16.00
6999, 1415908800, "2014/11/8 140:0:0", 20.68, 0.00, 16.00
7999, 1415908800, "2014/11/8 140:0:0", 20.68, 0.00, 16.00
8999, 1415908800, "2014/11/8 140:0:0", 20.69, 0.00, 16.00
9999, 1415908800, "2014/11/8 140:0:0", 20.69, 0.00, 16.00
10999, 1415908800, "2014/11/8 140:0:0", 20.69, 0.00, 16.00
11999, 1415908800, "2014/11/8 140:0:0", 20.70, 0.00, 16.00
12999, 1415908800, "2014/11/8 140:0:0", 20.69, 0.00, 16.00
14000, 1415908800, "2014/11/8 140:0:0", 20.70, 0.00, 16.00
14999, 1415908800, "2014/11/8 140:0:0", 20.70, 0.00, 16.00
16000, 1415908800, "2014/11/8 140:0:0", 20.69, 0.00, 16.00
16999, 1415995200, "2014/11/9 140:0:0", 20.70, 0.00, 16.00
17998, 1415995200, "2014/11/9 140:0:0", 20.70, 0.00, 16.00
18999, 1415995200, "2014/11/9 140:0:0", 20.70, 0.00, 16.00
19999, 1415995200, "2014/11/9 140:0:0", 20.70, 0.00, 16.00
20999, 1415995200, "2014/11/9 140:0:0", 20.71, 0.00, 16.00
21999, 1415995200, "2014/11/9 140:0:0", 20.71, 0.00, 16.00
