time,temp,press,hum
999, 1416081600, "2014/11/10 140:0:0", 20.73, 9.00, 16.00
1998, 1416081600, "2014/11/10 140:0:0", 20.73, 9.00, 16.00
2999, 1416081600, "2014/11/10 140:0:0", 20.73, 9.00, 16.00
3999, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
5000, 1416081600, "2014/11/10 140:0:0", 20.73, 9.00, 16.00
5999, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
7000, 1416081600, "2014/11/10 140:0:0", 20.73, 9.00, 16.00
8000, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
8998, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
10000, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
10999, 1416081600, "2014/11/10 140:0:0", 20.73, 9.00, 16.00
11999, 1416081600, "2014/11/10 140:0:0", 20.73, 9.00, 16.00
12999, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
13999, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
14999, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
15998, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
16999, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
17999, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
18999, 1416081600, "2014/11/10 140:0:0", 20.73, 9.00, 16.00
19999, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
20999, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
21999, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
23000, 1416081600, "2014/11/10 140:0:0", 20.73, 9.00, 16.00
23999, 1416081600, "2014/11/10 140:0:0", 20.73, 9.00, 16.00
24998, 1416081600, "2014/11/10 140:0:0", 20.74, 9.00, 16.00
25999, 1416168000, "2014/11/11 140:0:0", 20.74, 9.00, 16.00
26999, 1416168000, "2014/11/11 140:0:0", 20.74, 9.00, 16.00
28000, 1416168000, "2014/11/11 140:0:0", 20.74, 9.00, 16.00
28999, 1416168000, "2014/11/11 140:0:0", 20.74, 9.00, 16.00
30000, 1416168000, "2014/11/11 140:0:0", 20.74, 9.00, 16.00
