time,temp,press,hum
999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
1999, 1416168000, "2014/11/11 140:0:0", 20.77, 0.00, 16.00
3000, 1416168000, "2014/11/11 140:0:0", 20.77, 0.00, 16.00
3999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
4999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
6000, 1416168000, "2014/11/11 140:0:0", 20.77, 0.00, 16.00
6999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
7999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
8999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
10000, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
10999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
12000, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
12999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
14000, 1416168000, "2014/11/11 140:0:0", 20.75, 0.00, 16.00
14999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
15998, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
16999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
17999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
18999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
19999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
21000, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
21999, 1416168000, "2014/11/11 140:0:0", 20.75, 0.00, 16.00
23000, 1416168000, "2014/11/11 140:0:0", 20.75, 0.00, 16.00
23999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
24999, 1416168000, "2014/11/11 140:0:0", 20.75, 0.00, 16.00
25999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
26999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
27999, 1416168000, "2014/11/11 140:0:0", 20.76, 0.00, 16.00
28999, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
29999, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
30999, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
31998, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
32999, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
33999, 1416254400, "2014/11/12 140:0:0", 20.75, 0.00, 16.00
34999, 1416254400, "2014/11/12 140:0:0", 20.75, 0.00, 16.00
35999, 1416254400, "2014/11/12 140:0:0", 20.75, 0.00, 16.00
36999, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
38000, 1416254400, "2014/11/12 140:0:0", 20.75, 0.00, 16.00
38999, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
39999, 1416254400, "2014/11/12 140:0:0", 20.75, 0.00, 16.00
40998, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
42000, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
42999, 1416254400, "2014/11/12 140:0:0", 20.75, 0.00, 16.00
43999, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
44999, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
45999, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
47000, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
47998, 1416254400, "2014/11/12 140:0:0", 20.77, 0.00, 16.00
48999, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
49998, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
51000, 1416254400, "2014/11/12 140:0:0", 20.77, 0.00, 16.00
51998, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
52999, 1416254400, "2014/11/12 140:0:0", 20.76, 0.00, 16.00
53999, 1416254400, "2014/11/12 140:0:0", 20.77, 0.00, 16.00
55000, 1416254400, "2014/11/12 140:0:0", 20.77, 0.00, 16.00
55999, 1416254400, "2014/11/12 140:0:0", 20.77, 0.00, 16.00
56999, 1416254400, "2014/11/12 140:0:0", 20.77, 0.00, 16.00
57999, 1416254400, "2014/11/12 140:0:0", 20.77, 0.00, 16.00
58999, 1416254400, "2014/11/12 140:0:0", 20.78, 0.00, 16.00
60000, 1416254400, "2014/11/12 140:0:0", 20.78, 0.00, 16.00
60999, 1416254400, "2014/11/12 140:0:0", 20.77, 0.00, 16.00
62000, 1416254400, "2014/11/12 140:0:0", 20.78, 0.00, 16.00
62999, 1416254400, "2014/11/12 140:0:0", 20.78, 0.00, 16.00
64000, 1416254400, "2014/11/12 140:0:0", 20.78, 0.00, 16.00
64999, 1416254400, "2014/11/12 140:0:0", 20.79, 0.00, 16.00
65998, 1416254400, "2014/11/12 140:0:0", 20.79, 0.00, 16.00
67000, 1416254400, "2014/11/12 140:0:0", 20.78, 0.00, 16.00
