time,temp,press,hum
999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
1998, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
2999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
3999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
5000, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
5999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
7000, 1415995200, "2014/11/9 140:0:0", 20.71, 9.00, 16.00
7999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
8999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
10000, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
10999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
12000, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
12999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
14000, 1415995200, "2014/11/9 140:0:0", 20.71, 9.00, 16.00
14999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
15998, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
17000, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
17999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
18999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
19999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
20999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
21999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
22999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
23999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
24999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
25999, 1415995200, "2014/11/9 140:0:0", 20.73, 9.00, 16.00
26998, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
27999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
28999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
29999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
30999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
32000, 1415995200, "2014/11/9 140:0:0", 20.71, 9.00, 16.00
32999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
33998, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
34999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
35999, 1415995200, "2014/11/9 140:0:0", 20.70, 9.00, 16.00
36999, 1415995200, "2014/11/9 140:0:0", 20.72, 9.00, 16.00
37999, 1415995200, "2014/11/9 140:0:0", 20.71, 9.00, 16.00
39000, 1415995200, "2014/11/9 140:0:0", 20.71, 9.00, 16.00
39999, 1415995200, "2014/11/9 140:0:0", 20.71, 9.00, 16.00
40998, 1415995200, "2014/11/9 140:0:0", 20.71, 9.00, 16.00
41999, 1415995200, "2014/11/9 140:0:0", 20.71, 9.00, 16.00
42998, 1415995200, "2014/11/9 140:0:0", 20.71, 9.00, 16.00
43999, 1415995200, "2014/11/9 140:0:0", 20.71, 9.00, 16.00
44999, 1415995200, "2014/11/9 140:0:0", 20.71, 9.00, 16.00
45999, 1416081600, "2014/11/10 140:0:0", 20.71, 9.00, 16.00
46999, 1416081600, "2014/11/10 140:0:0", 20.71, 9.00, 16.00
47998, 1416081600, "2014/11/10 140:0:0", 20.71, 9.00, 16.00
48999, 1416081600, "2014/11/10 140:0:0", 20.70, 9.00, 16.00
49998, 1416081600, "2014/11/10 140:0:0", 20.71, 9.00, 16.00
50999, 1416081600, "2014/11/10 140:0:0", 20.71, 9.00, 16.00
51998, 1416081600, "2014/11/10 140:0:0", 20.71, 9.00, 16.00
52998, 1416081600, "2014/11/10 140:0:0", 20.71, 9.00, 16.00
53999, 1416081600, "2014/11/10 140:0:0", 20.71, 9.00, 16.00
54999, 1416081600, "2014/11/10 140:0:0", 20.71, 9.00, 16.00
55999, 1416081600, "2014/11/10 140:0:0", 20.71, 9.00, 16.00
56998, 1416081600, "2014/11/10 140:0:0", 20.72, 9.00, 16.00
57999, 1416081600, "2014/11/10 140:0:0", 20.72, 9.00, 16.00
58999, 1416081600, "2014/11/10 140:0:0", 20.72, 9.00, 16.00
60000, 1416081600, "2014/11/10 140:0:0", 20.71, 9.00, 16.00
60999, 1416081600, "2014/11/10 140:0:0", 20.72, 9.00, 16.00
62000, 1416081600, "2014/11/10 140:0:0", 20.72, 9.00, 16.00
62999, 1416081600, "2014/11/10 140:0:0", 20.72, 9.00, 16.00
64000, 1416081600, "2014/11/10 140:0:0", 20.73, 9.00, 16.00
64999, 1416081600, "2014/11/10 140:0:0", 20.72, 9.00, 16.00
65999, 1416081600, "2014/11/10 140:0:0", 20.72, 9.00, 16.00
66999, 1416081600, "2014/11/10 140:0:0", 20.72, 9.00, 16.00
68000, 1416081600, "2014/11/10 140:0:0", 20.72, 9.00, 16.00
69000, 1416081600, "2014/11/10 140:0:0", 20.72, 9.00, 16.00
69999, 1416081600, "2014/11/10 140:0:0", 20.71, 9.00, 16.00
70999, 1416081600, "2014/11/10 140:0:0", 20.72, 9.00, 16.00
