time,temperature,pressure,humidity,altitude
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.73
"2014/11/22 140:0:0", 22.54, 0.92, 24.00, 822.73
"2014/11/22 140:0:0", 22.54, 0.92, 24.00, 822.73
"2014/11/22 140:0:0", 22.54, 0.92, 24.00, 822.64
"2014/11/22 140:0:0", 22.54, 0.92, 24.00, 822.55
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.73
"2014/11/22 140:0:0", 22.54, 0.92, 24.00, 822.73
"2014/11/22 140:0:0", 22.54, 0.92, 24.00, 822.64
"2014/11/22 140:0:0", 22.54, 0.92, 24.00, 822.64
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.73
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.82
"2014/11/22 140:0:0", 22.54, 0.92, 24.00, 822.82
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.73
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.91
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.73
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.73
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.91
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.64
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 823.00
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 823.00
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.91
"2014/11/22 140:0:0", 22.54, 0.92, 24.00, 822.91
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.91
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 823.00
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.82
"2014/11/22 140:0:0", 22.56, 0.92, 24.00, 822.91
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.82
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.91
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.91
"2014/11/22 140:0:0", 22.55, 0.92, 24.00, 822.82
"2014/11/22 140:0:0", 22.56, 0.92, 25.00, 822.91
"2014/11/22 140:0:0", 22.55, 0.92, 25.00, 823.00
"2014/11/22 140:0:0", 22.56, 0.92, 25.00, 822.46
"2014/11/22 140:0:0", 22.56, 0.92, 25.00, 822.73
"2014/11/22 140:0:0", 22.57, 0.92, 25.00, 822.73
"2014/11/22 140:0:0", 22.57, 0.92, 25.00, 822.91
"2014/11/23 140:0:0", 22.57, 0.92, 25.00, 822.82
"2014/11/23 140:0:0", 22.57, 0.92, 25.00, 822.64
"2014/11/23 140:0:0", 22.58, 0.92, 25.00, 822.82
"2014/11/23 140:0:0", 22.59, 0.92, 25.00, 822.64
"2014/11/23 140:0:0", 22.58, 0.92, 25.00, 822.55
"2014/11/23 140:0:0", 22.59, 0.92, 25.00, 822.55
"2014/11/23 140:0:0", 22.59, 0.92, 25.00, 822.46
"2014/11/23 140:0:0", 22.60, 0.92, 25.00, 822.73
"2014/11/23 140:0:0", 22.60, 0.92, 25.00, 822.55
"2014/11/23 140:0:0", 22.60, 0.92, 25.00, 822.73
"2014/11/23 140:0:0", 22.60, 0.92, 25.00, 822.64
"2014/11/23 140:0:0", 22.60, 0.92, 25.00, 822.91
"2014/11/23 140:0:0", 22.60, 0.92, 25.00, 822.91
"2014/11/23 140:0:0", 22.61, 0.92, 24.00, 822.82
"2014/11/23 140:0:0", 22.61, 0.92, 24.00, 822.55
"2014/11/23 140:0:0", 22.62, 0.92, 24.00, 822.82
"2014/11/23 140:0:0", 22.61, 0.92, 24.00, 822.82
"2014/11/23 140:0:0", 22.62, 0.92, 24.00, 822.82
"2014/11/23 140:0:0", 22.62, 0.92, 24.00, 822.64
"2014/11/23 140:0:0", 22.63, 0.92, 24.00, 822.82
"2014/11/23 140:0:0", 22.63, 0.92, 24.00, 822.73
"2014/11/23 140:0:0", 22.63, 0.92, 24.00, 822.73
"2014/11/23 140:0:0", 22.63, 0.92, 24.00, 822.64
"2014/11/23 140:0:0", 22.64, 0.92, 24.00, 822.64
"2014/11/23 140:0:0", 22.63, 0.92, 24.00, 822.82
"2014/11/23 140:0:0", 22.63, 0.92, 24.00, 822.55
"2014/11/23 140:0:0", 22.63, 0.92, 24.00, 822.64
"2014/11/23 140:0:0", 22.63, 0.92, 24.00, 822.46
"2014/11/23 140:0:0", 22.63, 0.92, 25.00, 822.37
"2014/11/23 140:0:0", 22.63, 0.92, 25.00, 822.46
"2014/11/23 140:0:0", 22.64, 0.92, 25.00, 822.55
"2014/11/24 140:0:0", 22.64, 0.92, 25.00, 822.64
"2014/11/24 140:0:0", 22.63, 0.92, 25.00, 822.46
"2014/11/24 140:0:0", 22.64, 0.92, 24.00, 822.55
"2014/11/24 140:0:0", 22.64, 0.92, 24.00, 822.73
